algo	eMcon	Mcon	snd_act	procs	layers	units	cons	Kwts	cycles	Kcn_tot	secs	nibble	fstprjn	srarate	dwtrate
0	78.78	78.78	5	0	5	25	25	5	5000	25000	0.317	0	0	0	50
0	76.12	76.12	5	1	5	25	25	5	5000	25000	0.328	0	0	0	50
0	45.58	45.58	5	2	5	25	25	5	5000	25000	0.548	0	0	0	50
0	101.6	101.6	5	0	5	100	100	80	1000	80000	0.788	0	0	0	50
0	100.6	100.6	5	1	5	100	100	80	1000	80000	0.795	0	0	0	50
0	162.5	162.5	5	2	5	100	100	80	1000	80000	0.492	0	0	0	50
0	91.02	91.02	5	0	5	625	625	3125	100	312500	3.43	0	0	0	50
0	90.94	90.94	5	1	5	625	625	3125	100	312500	3.44	0	0	0	50
0	174.3	174.3	5	2	5	625	625	3125	100	312500	1.79	0	0	0	50
0	90.96	90.96	5	0	5	1000	1000	8000	50	400000	4.4	0	0	0	50
0	90.97	90.97	5	1	5	1000	1000	8000	50	400000	4.4	0	0	0	50
0	170	170	5	2	5	1000	1000	8000	50	400000	2.35	0	0	0	50
2	226.4	11.36	5	0	5	25	25	5	5000	1254.6	0.11	0	0	0	50
2	207.1	10.39	5	1	5	25	25	5	5000	1254.6	0.121	0	0	0	50
2	65.82	3.303	5	2	5	25	25	5	5000	1254.6	0.38	0	0	0	50
2	302.7	15.42	5	0	5	100	100	80	1000	4075.2	0.264	0	0	0	50
2	295.6	15.06	5	1	5	100	100	80	1000	4075.2	0.271	0	0	0	50
2	330.3	16.82	5	2	5	100	100	80	1000	4075.2	0.242	0	0	0	50
2	204.7	12.14	5	0	5	625	625	3125	100	18533.8	1.53	0	0	0	50
2	203.9	12.09	5	1	5	625	625	3125	100	18533.8	1.53	0	0	0	50
2	296.7	17.6	5	2	5	625	625	3125	100	18533.8	1.05	0	0	0	50
2	132.6	9.22	5	0	5	1000	1000	8000	50	27814	3.02	0	0	0	50
2	132.2	9.191	5	1	5	1000	1000	8000	50	27814	3.03	0	0	0	50
2	212.3	14.76	5	2	5	1000	1000	8000	50	27814	1.88	0	0	0	50
3	226.1	11.35	5	0	5	25	25	5	5000	1254.6	0.111	0	0	0	50
3	182.4	9.152	5	1	5	25	25	5	5000	1254.6	0.137	0	0	0	50
3	61.47	3.085	5	2	5	25	25	5	5000	1254.6	0.407	0	0	0	50
3	303.1	15.44	5	0	5	100	100	80	1000	4075.2	0.264	0	0	0	50
3	273	13.9	5	1	5	100	100	80	1000	4075.2	0.293	0	0	0	50
3	322.4	16.42	5	2	5	100	100	80	1000	4075.2	0.248	0	0	0	50
3	204.9	12.15	5	0	5	625	625	3125	100	18533.8	1.53	0	0	0	50
3	194.2	11.52	5	1	5	625	625	3125	100	18533.8	1.61	0	0	0	50
3	332.5	19.72	5	2	5	625	625	3125	100	18533.8	0.94	0	0	0	50
3	132.5	9.216	5	0	5	1000	1000	8000	50	27814	3.02	0	0	0	50
3	131.3	9.132	5	1	5	1000	1000	8000	50	27814	3.05	0	0	0	50
3	226.1	15.72	5	2	5	1000	1000	8000	50	27814	1.77	0	0	0	50
