algo	eMcon	Mcon	snd_act	procs	layers	units	cons	Kwts	cycles	Kcn_tot	secs	nibble	fstprjn	srarate	dwtrate
0	62.53	62.53	5	0	5	25	25	5	5000	25000	0.4	0	0	5	50
0	60.84	60.84	5	1	5	25	25	5	5000	25000	0.411	0	0	5	50
0	44.45	44.45	5	2	5	25	25	5	5000	25000	0.562	0	0	5	50
0	75.19	75.19	5	0	5	100	100	80	1000	80000	1.06	0	0	5	50
0	74.66	74.66	5	1	5	100	100	80	1000	80000	1.07	0	0	5	50
0	125	125	5	2	5	100	100	80	1000	80000	0.64	0	0	5	50
0	69.19	69.19	5	0	5	625	625	3125	100	312500	4.52	0	0	5	50
0	69.26	69.26	5	1	5	625	625	3125	100	312500	4.51	0	0	5	50
0	127.2	127.2	5	2	5	625	625	3125	100	312500	2.46	0	0	5	50
0	69.74	69.74	5	0	5	1000	1000	8000	50	400000	5.74	0	0	5	50
0	69.65	69.65	5	1	5	1000	1000	8000	50	400000	5.74	0	0	5	50
0	124.1	124.1	5	2	5	1000	1000	8000	50	400000	3.22	0	0	5	50
2	124.3	6.24	5	0	5	25	25	5	5000	1254.6	0.201	0	0	5	50
2	122.5	6.15	5	1	5	25	25	5	5000	1254.6	0.204	0	0	5	50
2	54.87	2.753	5	2	5	25	25	5	5000	1254.6	0.456	0	0	5	50
2	138.4	7.049	5	0	5	100	100	80	1000	4075.2	0.578	0	0	5	50
2	137.3	6.993	5	1	5	100	100	80	1000	4075.2	0.583	0	0	5	50
2	189	9.628	5	2	5	100	100	80	1000	4075.2	0.423	0	0	5	50
2	119.7	7.102	5	0	5	625	625	3125	100	18533.8	2.61	0	0	5	50
2	119.5	7.09	5	1	5	625	625	3125	100	18533.8	2.61	0	0	5	50
2	187.7	11.13	5	2	5	625	625	3125	100	18533.8	1.66	0	0	5	50
2	92.27	6.416	5	0	5	1000	1000	8000	50	27814	4.34	0	0	5	50
2	92.14	6.407	5	1	5	1000	1000	8000	50	27814	4.34	0	0	5	50
2	149.2	10.37	5	2	5	1000	1000	8000	50	27814	2.68	0	0	5	50
3	119	5.971	5	0	5	25	25	5	5000	1254.6	0.21	0	0	5	50
3	113.3	5.688	5	1	5	25	25	5	5000	1254.6	0.221	0	0	5	50
3	53.75	2.698	5	2	5	25	25	5	5000	1254.6	0.465	0	0	5	50
3	138	7.029	5	0	5	100	100	80	1000	4075.2	0.58	0	0	5	50
3	131.3	6.691	5	1	5	100	100	80	1000	4075.2	0.609	0	0	5	50
3	187.6	9.556	5	2	5	100	100	80	1000	4075.2	0.426	0	0	5	50
3	119.6	7.096	5	0	5	625	625	3125	100	18533.8	2.61	0	0	5	50
3	115.7	6.864	5	1	5	625	625	3125	100	18533.8	2.7	0	0	5	50
3	200.8	11.91	5	2	5	625	625	3125	100	18533.8	1.56	0	0	5	50
3	91.91	6.391	5	0	5	1000	1000	8000	50	27814	4.35	0	0	5	50
3	91.39	6.355	5	1	5	1000	1000	8000	50	27814	4.38	0	0	5	50
3	156.2	10.86	5	2	5	1000	1000	8000	50	27814	2.56	0	0	5	50
