algo	eMcon	Mcon	snd_act	procs	layers	units	cons	Kwts	cycles	Kcn_tot	secs	QtConc	srarate	dwtrate	cn_in	dnorm
0	68.66	68.66	5	0	5	25	25	5	4970	24850	0.362	0	0	71	send	0
0	71.6	71.6	5	1	5	25	25	5	4970	24850	0.347	0	0	71	send	0
0	88.67	88.67	5	2	5	25	25	5	4970	24850	0.28	0	0	71	send	0
0	94.22	94.22	5	4	5	25	25	5	4970	24850	0.264	0	0	71	send	0
0	188.3	188.3	5	0	5	100	100	80	1065	85200	0.452	0	0	71	send	0
0	157.5	157.5	5	1	5	100	100	80	1065	85200	0.541	0	0	71	send	0
0	261.9	261.9	5	2	5	100	100	80	1065	85200	0.325	0	0	71	send	0
0	322.9	322.9	5	4	5	100	100	80	1065	85200	0.264	0	0	71	send	0
0	88.54	88.54	5	0	5	625	625	3125	142	443750	5.01	0	0	71	send	0
0	88.65	88.65	5	1	5	625	625	3125	142	443750	5.01	0	0	71	send	0
0	134.1	134.1	5	2	5	625	625	3125	142	443750	3.31	0	0	71	send	0
0	171.6	171.6	5	4	5	625	625	3125	142	443750	2.59	0	0	71	send	0
0	69.33	69.33	5	0	5	1000	1000	8000	71	568000	8.19	0	0	71	send	0
0	85.38	85.38	5	1	5	1000	1000	8000	71	568000	6.65	0	0	71	send	0
0	133	133	5	2	5	1000	1000	8000	71	568000	4.27	0	0	71	send	0
0	177.4	177.4	5	4	5	1000	1000	8000	71	568000	3.2	0	0	71	send	0
2	122.7	6.191	5	0	5	25	25	5	4970	1253.45	0.202	0	0	71	send	0
2	120.8	6.092	5	1	5	25	25	5	4970	1253.45	0.206	0	0	71	send	0
2	105.7	5.331	5	2	5	25	25	5	4970	1253.45	0.235	0	0	71	send	0
2	101.5	5.12	5	4	5	25	25	5	4970	1253.45	0.245	0	0	71	send	0
2	440.7	22.38	5	0	5	100	100	80	1065	4326	0.193	0	0	71	send	0
2	323.6	16.43	5	1	5	100	100	80	1065	4326	0.263	0	0	71	send	0
2	340.7	17.3	5	2	5	100	100	80	1065	4326	0.25	0	0	71	send	0
2	529.2	26.87	5	4	5	100	100	80	1065	4326	0.161	0	0	71	send	0
2	795.1	45.99	5	0	5	625	625	3125	142	25666.2	0.558	0	0	71	send	0
2	1103	63.82	5	1	5	625	625	3125	142	25666.2	0.402	0	0	71	send	0
2	498.9	28.85	5	2	5	625	625	3125	142	25666.2	0.89	0	0	71	send	0
2	626.4	36.23	5	4	5	625	625	3125	142	25666.2	0.708	0	0	71	send	0
2	1174	74.73	5	0	5	1000	1000	8000	71	36154	0.484	0	0	71	send	0
2	1169	74.42	5	1	5	1000	1000	8000	71	36154	0.486	0	0	71	send	0
2	483	30.74	5	2	5	1000	1000	8000	71	36154	1.18	0	0	71	send	0
2	595.4	37.9	5	4	5	1000	1000	8000	71	36154	0.954	0	0	71	send	0
3	123.1	6.208	5	0	5	25	25	5	4970	1253.45	0.202	0	0	71	send	0
3	93.15	4.699	5	1	5	25	25	5	4970	1253.45	0.267	0	0	71	send	0
3	99.52	5.02	5	2	5	25	25	5	4970	1253.45	0.25	0	0	71	send	0
3	95.39	4.812	5	4	5	25	25	5	4970	1253.45	0.261	0	0	71	send	0
3	449.4	22.82	5	0	5	100	100	80	1065	4326	0.19	0	0	71	send	0
3	437.9	22.24	5	1	5	100	100	80	1065	4326	0.195	0	0	71	send	0
3	479.4	24.34	5	2	5	100	100	80	1065	4326	0.178	0	0	71	send	0
3	624.1	31.69	5	4	5	100	100	80	1065	4326	0.137	0	0	71	send	0
3	1111	64.27	5	0	5	625	625	3125	142	25666.2	0.399	0	0	71	send	0
3	1094	63.28	5	1	5	625	625	3125	142	25666.2	0.406	0	0	71	send	0
3	1210	69.96	5	2	5	625	625	3125	142	25666.2	0.367	0	0	71	send	0
