algo	eMcon	Mcon	snd_act	procs	layers	units	cons	Kwts	cycles	Kcn_tot	secs	QtConc	srarate	dwtrate	cn_in	dnorm
2	460.3	26.62	5	2	5	625	625	3125	142	25666.2	0.964	0	0	71	send	1
2	592.3	34.26	5	4	5	625	625	3125	142	25666.2	0.749	0	0	71	send	1
2	1066	67.88	5	0	5	1000	1000	8000	71	36154	0.533	0	0	71	send	1
2	1062	67.59	5	1	5	1000	1000	8000	71	36154	0.535	0	0	71	send	1
2	441.6	28.11	5	2	5	1000	1000	8000	71	36154	1.29	0	0	71	send	1
2	562.2	35.78	5	4	5	1000	1000	8000	71	36154	1.01	0	0	71	send	1
3	122.3	6.171	5	0	5	25	25	5	4970	1253.45	0.203	0	0	71	send	1
3	85.7	4.323	5	1	5	25	25	5	4970	1253.45	0.29	0	0	71	send	1
3	92.18	4.649	5	2	5	25	25	5	4970	1253.45	0.27	0	0	71	send	1
3	82.25	4.149	5	4	5	25	25	5	4970	1253.45	0.302	0	0	71	send	1
3	378.2	19.2	5	0	5	100	100	80	1065	4326	0.225	0	0	71	send	1
3	286	14.52	5	1	5	100	100	80	1065	4326	0.298	0	0	71	send	1
3	393.5	19.98	5	2	5	100	100	80	1065	4326	0.217	0	0	71	send	1
3	611.8	31.06	5	4	5	100	100	80	1065	4326	0.139	0	0	71	send	1
3	707	40.89	5	0	5	625	625	3125	142	25666.2	0.628	0	0	71	send	1
3	993.4	57.46	5	1	5	625	625	3125	142	25666.2	0.447	0	0	71	send	1
3	1007	58.24	5	2	5	625	625	3125	142	25666.2	0.441	0	0	71	send	1
3	1450	83.87	5	4	5	625	625	3125	142	25666.2	0.306	0	0	71	send	1
3	1065	67.77	5	0	5	1000	1000	8000	71	36154	0.533	0	0	71	send	1
3	1051	66.91	5	1	5	1000	1000	8000	71	36154	0.54	0	0	71	send	1
3	1078	68.63	5	2	5	1000	1000	8000	71	36154	0.527	0	0	71	send	1
3	1497	95.31	5	4	5	1000	1000	8000	71	36154	0.379	0	0	71	send	1
0	76.86	76.86	5	0	5	25	25	5	4970	24850	0.323	0	0	71	send	1
0	89.13	89.13	5	1	5	25	25	5	4970	24850	0.279	0	0	71	send	1
0	83.74	83.74	5	2	5	25	25	5	4970	24850	0.297	0	0	71	send	1
0	99.43	99.43	5	4	5	25	25	5	4970	24850	0.25	0	0	71	send	1
0	185.7	185.7	5	0	5	100	100	80	1065	85200	0.459	0	0	71	send	1
0	188.6	188.6	5	1	5	100	100	80	1065	85200	0.452	0	0	71	send	1
0	259	259	5	2	5	100	100	80	1065	85200	0.329	0	0	71	send	1
0	405.2	405.2	5	4	5	100	100	80	1065	85200	0.21	0	0	71	send	1
0	87.87	87.87	5	0	5	625	625	3125	142	443750	5.05	0	0	71	send	1
0	87.89	87.89	5	1	5	625	625	3125	142	443750	5.05	0	0	71	send	1
0	130.4	130.4	5	2	5	625	625	3125	142	443750	3.4	0	0	71	send	1
0	167.7	167.7	5	4	5	625	625	3125	142	443750	2.65	0	0	71	send	1
0	84.61	84.61	5	0	5	1000	1000	8000	71	568000	6.71	0	0	71	send	1
0	84.35	84.35	5	1	5	1000	1000	8000	71	568000	6.73	0	0	71	send	1
0	127.8	127.8	5	2	5	1000	1000	8000	71	568000	4.44	0	0	71	send	1
0	174.7	174.7	5	4	5	1000	1000	8000	71	568000	3.25	0	0	71	send	1
2	122.4	6.173	5	0	5	25	25	5	4970	1253.45	0.203	0	0	71	send	1
2	120.3	6.068	5	1	5	25	25	5	4970	1253.45	0.207	0	0	71	send	1
2	100.9	5.09	5	2	5	25	25	5	4970	1253.45	0.246	0	0	71	send	1
2	101.9	5.138	5	4	5	25	25	5	4970	1253.45	0.244	0	0	71	send	1
2	369.2	18.75	5	0	5	100	100	80	1065	4326	0.231	0	0	71	send	1
2	326.7	16.59	5	1	5	100	100	80	1065	4326	0.261	0	0	71	send	1
2	364.4	18.5	5	2	5	100	100	80	1065	4326	0.234	0	0	71	send	1
2	513.5	26.07	5	4	5	100	100	80	1065	4326	0.166	0	0	71	send	1
2	1003	58.03	5	0	5	625	625	3125	142	25666.2	0.442	0	0	71	send	1
2	994.1	57.5	5	1	5	625	625	3125	142	25666.2	0.446	0	0	71	send	1
2	461.8	26.71	5	2	5	625	625	3125	142	25666.2	0.961	0	0	71	send	1
2	587.2	33.96	5	4	5	625	625	3125	142	25666.2	0.756	0	0	71	send	1
2	1065	67.77	5	0	5	1000	1000	8000	71	36154	0.533	0	0	71	send	1
2	1060	67.48	5	1	5	1000	1000	8000	71	36154	0.536	0	0	71	send	1
2	443.4	28.22	5	2	5	1000	1000	8000	71	36154	1.28	0	0	71	send	1
2	580.5	36.95	5	4	5	1000	1000	8000	71	36154	0.979	0	0	71	send	1
3	122.3	6.167	5	0	5	25	25	5	4970	1253.45	0.203	0	0	71	send	1
3	91.71	4.626	5	1	5	25	25	5	4970	1253.45	0.271	0	0	71	send	1
3	104.8	5.286	5	2	5	25	25	5	4970	1253.45	0.237	0	0	71	send	1
3	72.43	3.653	5	4	5	25	25	5	4970	1253.45	0.343	0	0	71	send	1
3	433.3	22	5	0	5	100	100	80	1065	4326	0.197	0	0	71	send	1
3	324	16.45	5	1	5	100	100	80	1065	4326	0.263	0	0	71	send	1
3	462.1	23.46	5	2	5	100	100	80	1065	4326	0.184	0	0	71	send	1
3	485.6	24.66	5	4	5	100	100	80	1065	4326	0.175	0	0	71	send	1
3	923.3	53.41	5	0	5	625	625	3125	142	25666.2	0.481	0	0	71	send	1
3	988.1	57.15	5	1	5	625	625	3125	142	25666.2	0.449	0	0	71	send	1
3	1006	58.19	5	2	5	625	625	3125	142	25666.2	0.441	0	0	71	send	1
3	1489	86.15	5	4	5	625	625	3125	142	25666.2	0.298	0	0	71	send	1
3	744.5	47.39	5	0	5	1000	1000	8000	71	36154	0.763	0	0	71	send	1
3	1052	66.98	5	1	5	1000	1000	8000	71	36154	0.54	0	0	71	send	1
3	1086	69.14	5	2	5	1000	1000	8000	71	36154	0.523	0	0	71	send	1
3	1537	97.86	5	4	5	1000	1000	8000	71	36154	0.369	0	0	71	send	1
