algo	eMcon	Mcon	snd_act	procs	layers	units	cons	Kwts	cycles	Kcn_tot	secs	QtConc	srarate	dwtrate	cn_in	dnorm
0	87.17	87.17	5	0	5	25	25	5	4970	24850	0.285	0	5	71	send	1
0	67.84	67.84	5	1	5	25	25	5	4970	24850	0.366	0	5	71	send	1
0	83.61	83.61	5	2	5	25	25	5	4970	24850	0.297	0	5	71	send	1
0	46.27	46.27	5	4	5	25	25	5	4970	24850	0.537	0	5	71	send	1
0	179.1	179.1	5	0	5	100	100	80	1065	85200	0.476	0	5	71	send	1
0	163.5	163.5	5	1	5	100	100	80	1065	85200	0.521	0	5	71	send	1
0	195.1	195.1	5	2	5	100	100	80	1065	85200	0.437	0	5	71	send	1
0	296.4	296.4	5	4	5	100	100	80	1065	85200	0.287	0	5	71	send	1
0	82.21	82.21	5	0	5	625	625	3125	142	443750	5.4	0	5	71	send	1
0	82.08	82.08	5	1	5	625	625	3125	142	443750	5.41	0	5	71	send	1
0	120.4	120.4	5	2	5	625	625	3125	142	443750	3.69	0	5	71	send	1
0	151.6	151.6	5	4	5	625	625	3125	142	443750	2.93	0	5	71	send	1
0	76.77	76.77	5	0	5	1000	1000	8000	71	568000	7.4	0	5	71	send	1
0	77.21	77.21	5	1	5	1000	1000	8000	71	568000	7.36	0	5	71	send	1
0	116.6	116.6	5	2	5	1000	1000	8000	71	568000	4.87	0	5	71	send	1
0	156	156	5	4	5	1000	1000	8000	71	568000	3.64	0	5	71	send	1
2	89.98	4.539	5	0	5	25	25	5	4970	1253.45	0.276	0	5	71	send	1
2	81.19	4.095	5	1	5	25	25	5	4970	1253.45	0.306	0	5	71	send	1
2	101.3	5.108	5	2	5	25	25	5	4970	1253.45	0.245	0	5	71	send	1
2	90.8	4.58	5	4	5	25	25	5	4970	1253.45	0.274	0	5	71	send	1
2	304.8	15.47	5	0	5	100	100	80	1065	4326	0.28	0	5	71	send	1
2	262.8	13.34	5	1	5	100	100	80	1065	4326	0.324	0	5	71	send	1
2	306.4	15.56	5	2	5	100	100	80	1065	4326	0.278	0	5	71	send	1
2	401.6	20.39	5	4	5	100	100	80	1065	4326	0.212	0	5	71	send	1
2	530.1	30.66	5	0	5	625	625	3125	142	25666.2	0.837	0	5	71	send	1
2	522.4	30.21	5	1	5	625	625	3125	142	25666.2	0.849	0	5	71	send	1
2	325.3	18.81	5	2	5	625	625	3125	142	25666.2	1.36	0	5	71	send	1
2	410.9	23.77	5	4	5	625	625	3125	142	25666.2	1.08	0	5	71	send	1
2	443.3	28.22	5	0	5	1000	1000	8000	71	36154	1.28	0	5	71	send	1
2	442.5	28.17	5	1	5	1000	1000	8000	71	36154	1.28	0	5	71	send	1
2	334	21.26	5	2	5	1000	1000	8000	71	36154	1.7	0	5	71	send	1
2	398	25.33	5	4	5	1000	1000	8000	71	36154	1.43	0	5	71	send	1
3	95.61	4.823	5	0	5	25	25	5	4970	1253.45	0.26	0	5	71	send	1
3	91.89	4.635	5	1	5	25	25	5	4970	1253.45	0.27	0	5	71	send	1
3	92.06	4.644	5	2	5	25	25	5	4970	1253.45	0.27	0	5	71	send	1
3	69.62	3.512	5	4	5	25	25	5	4970	1253.45	0.357	0	5	71	send	1
3	264.4	13.42	5	0	5	100	100	80	1065	4326	0.322	0	5	71	send	1
