algo	eMcon	Mcon	snd_act	procs	layers	units	cons	Kwts	cycles	Kcn_tot	secs	nibble	fstprjn	srarate	dwtrate
3	378.7	19	5	0	5	25	25	5	5000	1254.6	0.066	0	0	0	0
3	272.6	13.68	5	1	5	25	25	5	5000	1254.6	0.0917	0	0	0	0
3	69.85	3.505	5	2	5	25	25	5	5000	1254.6	0.358	0	0	0	0
3	729.6	37.17	5	0	5	100	100	80	1000	4075.2	0.11	0	0	0	0
3	588.8	29.99	5	1	5	100	100	80	1000	4075.2	0.136	0	0	0	0
3	513.5	26.16	5	2	5	100	100	80	1000	4075.2	0.156	0	0	0	0
3	355.3	21.07	5	0	5	625	625	3125	100	18533.8	0.88	0	0	0	0
3	329	19.51	5	1	5	625	625	3125	100	18533.8	0.95	0	0	0	0
3	498.5	29.57	5	2	5	625	625	3125	100	18533.8	0.627	0	0	0	0
3	198.6	13.81	5	0	5	1000	1000	8000	50	27814	2.01	0	0	0	0
3	196.4	13.66	5	1	5	1000	1000	8000	50	27814	2.04	0	0	0	0
3	321	22.32	5	2	5	1000	1000	8000	50	27814	1.25	0	0	0	0
