algo	eMcon	Mcon	snd_act	procs	layers	units	cons	Kwts	cycles	Kcn_tot	secs	nibble	fstprjn	srarate	dwtrate
0	62.58	62.58	5	0	5	25	25	5	5000	25000	0.4	0	0	5	50
0	60.98	60.98	5	1	5	25	25	5	5000	25000	0.41	0	0	5	50
0	45.94	45.94	5	2	5	25	25	5	5000	25000	0.544	0	0	5	50
0	75.79	75.79	5	0	5	100	100	80	1000	80000	1.06	0	0	5	50
0	75.37	75.37	5	1	5	100	100	80	1000	80000	1.06	0	0	5	50
0	124.4	124.4	5	2	5	100	100	80	1000	80000	0.643	0	0	5	50
0	69.42	69.42	5	0	5	625	625	3125	100	312500	4.5	0	0	5	50
0	69.32	69.32	5	1	5	625	625	3125	100	312500	4.51	0	0	5	50
0	119.1	119.1	5	2	5	625	625	3125	100	312500	2.62	0	0	5	50
0	69.74	69.74	5	0	5	1000	1000	8000	50	400000	5.74	0	0	5	50
0	69.87	69.87	5	1	5	1000	1000	8000	50	400000	5.72	0	0	5	50
0	123.2	123.2	5	2	5	1000	1000	8000	50	400000	3.25	0	0	5	50
2	126.2	6.332	5	0	5	25	25	5	5000	1254.6	0.198	0	0	5	50
2	122.9	6.167	5	1	5	25	25	5	5000	1254.6	0.203	0	0	5	50
2	57.74	2.898	5	2	5	25	25	5	5000	1254.6	0.433	0	0	5	50
2	139	7.08	5	0	5	100	100	80	1000	4075.2	0.576	0	0	5	50
2	136.2	6.939	5	1	5	100	100	80	1000	4075.2	0.587	0	0	5	50
2	186.5	9.499	5	2	5	100	100	80	1000	4075.2	0.429	0	0	5	50
2	119.6	7.092	5	0	5	625	625	3125	100	18533.8	2.61	0	0	5	50
2	119.5	7.087	5	1	5	625	625	3125	100	18533.8	2.62	0	0	5	50
2	188.2	11.16	5	2	5	625	625	3125	100	18533.8	1.66	0	0	5	50
2	92.02	6.399	5	0	5	1000	1000	8000	50	27814	4.35	0	0	5	50
2	91.99	6.396	5	1	5	1000	1000	8000	50	27814	4.35	0	0	5	50
2	150	10.43	5	2	5	1000	1000	8000	50	27814	2.67	0	0	5	50
3	127.2	6.383	5	0	5	25	25	5	5000	1254.6	0.197	0	0	5	50
3	113.8	5.709	5	1	5	25	25	5	5000	1254.6	0.22	0	0	5	50
3	53.57	2.689	5	2	5	25	25	5	5000	1254.6	0.467	0	0	5	50
3	138.8	7.071	5	0	5	100	100	80	1000	4075.2	0.576	0	0	5	50
3	132.7	6.761	5	1	5	100	100	80	1000	4075.2	0.603	0	0	5	50
3	187.4	9.546	5	2	5	100	100	80	1000	4075.2	0.427	0	0	5	50
3	119.8	7.102	5	0	5	625	625	3125	100	18533.8	2.61	0	0	5	50
3	115.5	6.847	5	1	5	625	625	3125	100	18533.8	2.71	0	0	5	50
3	203.6	12.08	5	2	5	625	625	3125	100	18533.8	1.53	0	0	5	50
3	91.97	6.395	5	0	5	1000	1000	8000	50	27814	4.35	0	0	5	50
3	91.36	6.353	5	1	5	1000	1000	8000	50	27814	4.38	0	0	5	50
3	157.6	10.96	5	2	5	1000	1000	8000	50	27814	2.54	0	0	5	50
0	78.76	78.76	5	0	5	25	25	5	5000	25000	0.317	0	0	0	50
0	76.36	76.36	5	1	5	25	25	5	5000	25000	0.327	0	0	0	50
0	51.28	51.28	5	2	5	25	25	5	5000	25000	0.487	0	0	0	50
0	101.2	101.2	5	0	5	100	100	80	1000	80000	0.791	0	0	0	50
0	100.4	100.4	5	1	5	100	100	80	1000	80000	0.796	0	0	0	50
0	163.2	163.2	5	2	5	100	100	80	1000	80000	0.49	0	0	0	50
0	90.22	90.22	5	0	5	625	625	3125	100	312500	3.46	0	0	0	50
0	91.26	91.26	5	1	5	625	625	3125	100	312500	3.42	0	0	0	50
0	169.4	169.4	5	2	5	625	625	3125	100	312500	1.84	0	0	0	50
0	90.89	90.89	5	0	5	1000	1000	8000	50	400000	4.4	0	0	0	50
0	91.14	91.14	5	1	5	1000	1000	8000	50	400000	4.39	0	0	0	50
0	168.9	168.9	5	2	5	1000	1000	8000	50	400000	2.37	0	0	0	50
2	224	11.24	5	0	5	25	25	5	5000	1254.6	0.112	0	0	0	50
2	207.4	10.41	5	1	5	25	25	5	5000	1254.6	0.121	0	0	0	50
2	70.14	3.52	5	2	5	25	25	5	5000	1254.6	0.356	0	0	0	50
2	301.7	15.37	5	0	5	100	100	80	1000	4075.2	0.265	0	0	0	50
2	294.4	15	5	1	5	100	100	80	1000	4075.2	0.272	0	0	0	50
2	331.9	16.91	5	2	5	100	100	80	1000	4075.2	0.241	0	0	0	50
2	204.8	12.15	5	0	5	625	625	3125	100	18533.8	1.53	0	0	0	50
2	204.3	12.12	5	1	5	625	625	3125	100	18533.8	1.53	0	0	0	50
2	295.3	17.51	5	2	5	625	625	3125	100	18533.8	1.06	0	0	0	50
2	132.5	9.216	5	0	5	1000	1000	8000	50	27814	3.02	0	0	0	50
2	132.4	9.209	5	1	5	1000	1000	8000	50	27814	3.02	0	0	0	50
2	210.2	14.62	5	2	5	1000	1000	8000	50	27814	1.9	0	0	0	50
3	226.5	11.37	5	0	5	25	25	5	5000	1254.6	0.11	0	0	0	50
3	182.4	9.154	5	1	5	25	25	5	5000	1254.6	0.137	0	0	0	50
3	63.87	3.205	5	2	5	25	25	5	5000	1254.6	0.391	0	0	0	50
3	302.1	15.39	5	0	5	100	100	80	1000	4075.2	0.265	0	0	0	50
3	273	13.91	5	1	5	100	100	80	1000	4075.2	0.293	0	0	0	50
3	317.8	16.19	5	2	5	100	100	80	1000	4075.2	0.252	0	0	0	50
3	204.4	12.12	5	0	5	625	625	3125	100	18533.8	1.53	0	0	0	50
3	193.7	11.49	5	1	5	625	625	3125	100	18533.8	1.61	0	0	0	50
3	335.6	19.9	5	2	5	625	625	3125	100	18533.8	0.931	0	0	0	50
3	132.5	9.214	5	0	5	1000	1000	8000	50	27814	3.02	0	0	0	50
3	131.5	9.142	5	1	5	1000	1000	8000	50	27814	3.04	0	0	0	50
3	227.5	15.82	5	2	5	1000	1000	8000	50	27814	1.76	0	0	0	50
0	91.52	91.52	5	0	5	25	25	5	5000	25000	0.273	0	0	0	0
0	88.41	88.41	5	1	5	25	25	5	5000	25000	0.283	0	0	0	0
0	53.96	53.96	5	2	5	25	25	5	5000	25000	0.463	0	0	0	0
0	124.1	124.1	5	0	5	100	100	80	1000	80000	0.645	0	0	0	0
0	122.8	122.8	5	1	5	100	100	80	1000	80000	0.652	0	0	0	0
0	194.9	194.9	5	2	5	100	100	80	1000	80000	0.411	0	0	0	0
0	113	113	5	0	5	625	625	3125	100	312500	2.77	0	0	0	0
0	113.3	113.3	5	1	5	625	625	3125	100	312500	2.76	0	0	0	0
0	214.4	214.4	5	2	5	625	625	3125	100	312500	1.46	0	0	0	0
0	117.7	117.7	5	0	5	1000	1000	8000	50	400000	3.4	0	0	0	0
0	117.5	117.5	5	1	5	1000	1000	8000	50	400000	3.4	0	0	0	0
0	226	226	5	2	5	1000	1000	8000	50	400000	1.77	0	0	0	0
2	377.5	18.94	5	0	5	25	25	5	5000	1254.6	0.0662	0	0	0	0
2	327.8	16.45	5	1	5	25	25	5	5000	1254.6	0.0763	0	0	0	0
2	72.74	3.651	5	2	5	25	25	5	5000	1254.6	0.344	0	0	0	0
2	733.7	37.38	5	0	5	100	100	80	1000	4075.2	0.109	0	0	0	0
2	689.8	35.14	5	1	5	100	100	80	1000	4075.2	0.116	0	0	0	0
2	519.2	26.45	5	2	5	100	100	80	1000	4075.2	0.154	0	0	0	0
2	364.2	21.6	5	0	5	625	625	3125	100	18533.8	0.858	0	0	0	0
2	361.4	21.43	5	1	5	625	625	3125	100	18533.8	0.865	0	0	0	0
2	437.9	25.97	5	2	5	625	625	3125	100	18533.8	0.714	0	0	0	0
2	198.6	13.81	5	0	5	1000	1000	8000	50	27814	2.01	0	0	0	0
2	198.3	13.79	5	1	5	1000	1000	8000	50	27814	2.02	0	0	0	0
2	290	20.16	5	2	5	1000	1000	8000	50	27814	1.38	0	0	0	0
