algo	eMcon	Mcon	snd_act	procs	layers	units	cons	Kwts	cycles	Kcn_tot	secs	QtConc	srarate	dwtrate	cn_in	dnorm
0	76.98	76.98	5	0	5	25	25	5	4970	24850	0.323	0	0	71	recv	0
0	77	77	5	1	5	25	25	5	4970	24850	0.323	0	0	71	recv	0
0	81.26	81.26	5	2	5	25	25	5	4970	24850	0.306	0	0	71	recv	0
0	96.95	96.95	5	4	5	25	25	5	4970	24850	0.256	0	0	71	recv	0
0	241.9	241.9	5	0	5	100	100	80	1065	85200	0.352	0	0	71	recv	0
0	216.1	216.1	5	1	5	100	100	80	1065	85200	0.394	0	0	71	recv	0
0	290.1	290.1	5	2	5	100	100	80	1065	85200	0.294	0	0	71	recv	0
0	529.8	529.8	5	4	5	100	100	80	1065	85200	0.161	0	0	71	recv	0
0	171.2	171.2	5	0	5	625	625	3125	142	443750	2.59	0	0	71	recv	0
0	171.2	171.2	5	1	5	625	625	3125	142	443750	2.59	0	0	71	recv	0
0	282.3	282.3	5	2	5	625	625	3125	142	443750	1.57	0	0	71	recv	0
0	276.7	276.7	5	4	5	625	625	3125	142	443750	1.6	0	0	71	recv	0
0	233	233	5	0	5	1000	1000	8000	71	568000	2.44	0	0	71	recv	0
0	233.1	233.1	5	1	5	1000	1000	8000	71	568000	2.44	0	0	71	recv	0
0	295.5	295.5	5	2	5	1000	1000	8000	71	568000	1.92	0	0	71	recv	0
0	286.6	286.6	5	4	5	1000	1000	8000	71	568000	1.98	0	0	71	recv	0
2	119.9	6.049	5	0	5	25	25	5	4970	1253.45	0.207	0	0	71	recv	0
2	93.35	4.709	5	1	5	25	25	5	4970	1253.45	0.266	0	0	71	recv	0
2	103.8	5.234	5	2	5	25	25	5	4970	1253.45	0.239	0	0	71	recv	0
2	93.47	4.715	5	4	5	25	25	5	4970	1253.45	0.266	0	0	71	recv	0
2	427.3	21.7	5	0	5	100	100	80	1065	4326	0.199	0	0	71	recv	0
2	425.7	21.61	5	1	5	100	100	80	1065	4326	0.2	0	0	71	recv	0
2	362.9	18.43	5	2	5	100	100	80	1065	4326	0.235	0	0	71	recv	0
2	489.4	24.85	5	4	5	100	100	80	1065	4326	0.174	0	0	71	recv	0
2	559.6	32.37	5	0	5	625	625	3125	142	25666.2	0.793	0	0	71	recv	0
2	558.1	32.28	5	1	5	625	625	3125	142	25666.2	0.795	0	0	71	recv	0
2	395.9	22.9	5	2	5	625	625	3125	142	25666.2	1.12	0	0	71	recv	0
2	493.5	28.54	5	4	5	625	625	3125	142	25666.2	0.899	0	0	71	recv	0
2	570.7	36.33	5	0	5	1000	1000	8000	71	36154	0.995	0	0	71	recv	0
2	568.3	36.17	5	1	5	1000	1000	8000	71	36154	0.999	0	0	71	recv	0
2	383.2	24.39	5	2	5	1000	1000	8000	71	36154	1.48	0	0	71	recv	0
2	480	30.55	5	4	5	1000	1000	8000	71	36154	1.18	0	0	71	recv	0
3	120.2	6.061	5	0	5	25	25	5	4970	1253.45	0.207	0	0	71	recv	0
3	95.26	4.805	5	1	5	25	25	5	4970	1253.45	0.261	0	0	71	recv	0
3	103.2	5.206	5	2	5	25	25	5	4970	1253.45	0.241	0	0	71	recv	0
3	92.74	4.678	5	4	5	25	25	5	4970	1253.45	0.268	0	0	71	recv	0
3	352.8	17.91	5	0	5	100	100	80	1065	4326	0.242	0	0	71	recv	0
3	413.2	20.98	5	1	5	100	100	80	1065	4326	0.206	0	0	71	recv	0
3	449.5	22.82	5	2	5	100	100	80	1065	4326	0.19	0	0	71	recv	0
3	541.4	27.49	5	4	5	100	100	80	1065	4326	0.157	0	0	71	recv	0
3	561.4	32.47	5	0	5	625	625	3125	142	25666.2	0.79	0	0	71	recv	0
3	397.5	22.99	5	1	5	625	625	3125	142	25666.2	1.12	0	0	71	recv	0
3	596.2	34.49	5	2	5	625	625	3125	142	25666.2	0.744	0	0	71	recv	0
3	871.8	50.43	5	4	5	625	625	3125	142	25666.2	0.509	0	0	71	recv	0
3	572	36.41	5	0	5	1000	1000	8000	71	36154	0.993	0	0	71	recv	0
3	403.4	25.68	5	1	5	1000	1000	8000	71	36154	1.41	0	0	71	recv	0
3	622.1	39.6	5	2	5	1000	1000	8000	71	36154	0.913	0	0	71	recv	0
3	909.8	57.91	5	4	5	1000	1000	8000	71	36154	0.624	0	0	71	recv	0
0	74.14	74.14	5	0	5	25	25	5	4970	24850	0.335	0	0	71	recv	0
0	92.93	92.93	5	1	5	25	25	5	4970	24850	0.267	0	0	71	recv	0
0	81.1	81.1	5	2	5	25	25	5	4970	24850	0.306	0	0	71	recv	0
0	84.46	84.46	5	4	5	25	25	5	4970	24850	0.294	0	0	71	recv	0
0	250	250	5	0	5	100	100	80	1065	85200	0.341	0	0	71	recv	0
0	250.9	250.9	5	1	5	100	100	80	1065	85200	0.34	0	0	71	recv	0
0	332.9	332.9	5	2	5	100	100	80	1065	85200	0.256	0	0	71	recv	0
0	495.2	495.2	5	4	5	100	100	80	1065	85200	0.172	0	0	71	recv	0
0	216.8	216.8	5	0	5	625	625	3125	142	443750	2.05	0	0	71	recv	0
0	227	227	5	1	5	625	625	3125	142	443750	1.95	0	0	71	recv	0
0	283.4	283.4	5	2	5	625	625	3125	142	443750	1.57	0	0	71	recv	0
0	276.8	276.8	5	4	5	625	625	3125	142	443750	1.6	0	0	71	recv	0
0	233.2	233.2	5	0	5	1000	1000	8000	71	568000	2.44	0	0	71	recv	0
0	233.4	233.4	5	1	5	1000	1000	8000	71	568000	2.43	0	0	71	recv	0
0	295.8	295.8	5	2	5	1000	1000	8000	71	568000	1.92	0	0	71	recv	0
0	287.4	287.4	5	4	5	1000	1000	8000	71	568000	1.98	0	0	71	recv	0
2	122	6.153	5	0	5	25	25	5	4970	1253.45	0.204	0	0	71	recv	0
2	119.2	6.012	5	1	5	25	25	5	4970	1253.45	0.209	0	0	71	recv	0
2	102.8	5.185	5	2	5	25	25	5	4970	1253.45	0.242	0	0	71	recv	0
2	110.3	5.563	5	4	5	25	25	5	4970	1253.45	0.225	0	0	71	recv	0
2	322.7	16.39	5	0	5	100	100	80	1065	4326	0.264	0	0	71	recv	0
2	299.8	15.22	5	1	5	100	100	80	1065	4326	0.284	0	0	71	recv	0
2	359.3	18.24	5	2	5	100	100	80	1065	4326	0.237	0	0	71	recv	0
2	458.5	23.28	5	4	5	100	100	80	1065	4326	0.186	0	0	71	recv	0
2	470.6	27.22	5	0	5	625	625	3125	142	25666.2	0.943	0	0	71	recv	0
2	557.8	32.27	5	1	5	625	625	3125	142	25666.2	0.795	0	0	71	recv	0
2	394.9	22.84	5	2	5	625	625	3125	142	25666.2	1.12	0	0	71	recv	0
2	498.2	28.81	5	4	5	625	625	3125	142	25666.2	0.891	0	0	71	recv	0
2	475.8	30.29	5	0	5	1000	1000	8000	71	36154	1.19	0	0	71	recv	0
2	568.7	36.2	5	1	5	1000	1000	8000	71	36154	0.999	0	0	71	recv	0
