_H:	$name	|red	|green	|blue	$hexcolor
_D:	"LightPink1"	255	174	185	"#ffaeb9"
_D:	"LightPink2"	238	162	173	"#eea2ad"
_D:	"LightPink3"	205	140	149	"#cd8c95"
_D:	"LightPink4"	139	95	101	"#8b5f65"
_D:	"PaleVioletRed1"	255	130	171	"#ff82ab"
_D:	"PaleVioletRed2"	238	121	159	"#ee799f"
_D:	"PaleVioletRed3"	205	104	137	"#cd6889"
_D:	"PaleVioletRed4"	139	71	93	"#8b475d"
_D:	"maroon1"	255	52	179	"#ff34b3"
_D:	"maroon2"	238	48	167	"#ee30a7"
_D:	"maroon3"	205	41	144	"#cd2990"
_D:	"maroon4"	139	28	98	"#8b1c62"
_D:	"VioletRed1"	255	62	150	"#ff3e96"
_D:	"VioletRed2"	238	58	140	"#ee3a8c"
_D:	"VioletRed3"	205	50	120	"#cd3278"
_D:	"VioletRed4"	139	34	82	"#8b2252"
_D:	"magenta1"	255	0	255	"#ff00ff"
_D:	"magenta2"	238	0	238	"#ee00ee"
_D:	"magenta3"	205	0	205	"#cd00cd"
_D:	"magenta4"	139	0	139	"#8b008b"
_D:	"orchid1"	255	131	250	"#ff83fa"
_D:	"orchid2"	238	122	233	"#ee7ae9"
_D:	"orchid3"	205	105	201	"#cd69c9"
_D:	"orchid4"	139	71	137	"#8b4789"
_D:	"plum1"	255	187	255	"#ffbbff"
_D:	"plum2"	238	174	238	"#eeaeee"
_D:	"plum3"	205	150	205	"#cd96cd"
_D:	"plum4"	139	102	139	"#8b668b"
_D:	"MediumOrchid1"	224	102	255	"#e066ff"
_D:	"MediumOrchid2"	209	95	238	"#d15fee"
_D:	"MediumOrchid3"	180	82	205	"#b452cd"
_D:	"MediumOrchid4"	122	55	139	"#7a378b"
_D:	"DarkOrchid1"	191	62	255	"#bf3eff"
_D:	"DarkOrchid2"	178	58	238	"#b23aee"
_D:	"DarkOrchid3"	154	50	205	"#9a32cd"
_D:	"DarkOrchid4"	104	34	139	"#68228b"
_D:	"purple1"	155	48	255	"#9b30ff"
_D:	"purple2"	145	44	238	"#912cee"
_D:	"purple3"	125	38	205	"#7d26cd"
_D:	"purple4"	85	26	139	"#551a8b"
_D:	"MediumPurple1"	171	130	255	"#ab82ff"
_D:	"MediumPurple2"	159	121	238	"#9f79ee"
_D:	"MediumPurple3"	137	104	205	"#8968cd"
_D:	"MediumPurple4"	93	71	139	"#5d478b"
_D:	"thistle1"	255	225	255	"#ffe1ff"
_D:	"thistle2"	238	210	238	"#eed2ee"
_D:	"thistle3"	205	181	205	"#cdb5cd"
_D:	"thistle4"	139	123	139	"#8b7b8b"
_D:	"gray0"	0	0	0	"#000000"
_D:	"grey0"	0	0	0	"#000000"
_D:	"gray1"	3	3	3	"#030303"
_D:	"grey1"	3	3	3	"#030303"
_D:	"gray2"	5	5	5	"#050505"
_D:	"grey2"	5	5	5	"#050505"
_D:	"gray3"	8	8	8	"#080808"
_D:	"grey3"	8	8	8	"#080808"
_D:	"gray4"	10	10	10	"#0a0a0a"
_D:	"grey4"	10	10	10	"#0a0a0a"
_D:	"gray5"	13	13	13	"#0d0d0d"
_D:	"grey5"	13	13	13	"#0d0d0d"
_D:	"gray6"	15	15	15	"#0f0f0f"
_D:	"grey6"	15	15	15	"#0f0f0f"
_D:	"gray7"	18	18	18	"#121212"
_D:	"grey7"	18	18	18	"#121212"
_D:	"gray8"	20	20	20	"#141414"
_D:	"grey8"	20	20	20	"#141414"
_D:	"gray9"	23	23	23	"#171717"
_D:	"grey9"	23	23	23	"#171717"
_D:	"gray10"	26	26	26	"#1a1a1a"
_D:	"grey10"	26	26	26	"#1a1a1a"
_D:	"gray11"	28	28	28	"#1c1c1c"
_D:	"grey11"	28	28	28	"#1c1c1c"
_D:	"gray12"	31	31	31	"#1f1f1f"
_D:	"grey12"	31	31	31	"#1f1f1f"
_D:	"gray13"	33	33	33	"#212121"
_D:	"grey13"	33	33	33	"#212121"
_D:	"gray14"	36	36	36	"#242424"
_D:	"grey14"	36	36	36	"#242424"
_D:	"gray15"	38	38	38	"#262626"
_D:	"grey15"	38	38	38	"#262626"
_D:	"gray16"	41	41	41	"#292929"
_D:	"grey16"	41	41	41	"#292929"
_D:	"gray17"	43	43	43	"#2b2b2b"
_D:	"grey17"	43	43	43	"#2b2b2b"
_D:	"gray18"	46	46	46	"#2e2e2e"
_D:	"grey18"	46	46	46	"#2e2e2e"
_D:	"gray19"	48	48	48	"#303030"
_D:	"grey19"	48	48	48	"#303030"
_D:	"gray20"	51	51	51	"#333333"
_D:	"grey20"	51	51	51	"#333333"
_D:	"gray21"	54	54	54	"#363636"
_D:	"grey21"	54	54	54	"#363636"
_D:	"gray22"	56	56	56	"#383838"
_D:	"grey22"	56	56	56	"#383838"
_D:	"gray23"	59	59	59	"#3b3b3b"
_D:	"grey23"	59	59	59	"#3b3b3b"
_D:	"gray24"	61	61	61	"#3d3d3d"
_D:	"grey24"	61	61	61	"#3d3d3d"
_D:	"gray25"	64	64	64	"#404040"
_D:	"grey25"	64	64	64	"#404040"
_D:	"gray26"	66	66	66	"#424242"
_D:	"grey26"	66	66	66	"#424242"
_D:	"gray27"	69	69	69	"#454545"
_D:	"grey27"	69	69	69	"#454545"
_D:	"gray28"	71	71	71	"#474747"
_D:	"grey28"	71	71	71	"#474747"
_D:	"gray29"	74	74	74	"#4a4a4a"
_D:	"grey29"	74	74	74	"#4a4a4a"
_D:	"gray30"	77	77	77	"#4d4d4d"
_D:	"grey30"	77	77	77	"#4d4d4d"
_D:	"gray31"	79	79	79	"#4f4f4f"
_D:	"grey31"	79	79	79	"#4f4f4f"
_D:	"gray32"	82	82	82	"#525252"
_D:	"grey32"	82	82	82	"#525252"
_D:	"gray33"	84	84	84	"#545454"
_D:	"grey33"	84	84	84	"#545454"
_D:	"gray34"	87	87	87	"#575757"
_D:	"grey34"	87	87	87	"#575757"
_D:	"gray35"	89	89	89	"#595959"
_D:	"grey35"	89	89	89	"#595959"
_D:	"gray36"	92	92	92	"#5c5c5c"
_D:	"grey36"	92	92	92	"#5c5c5c"
_D:	"gray37"	94	94	94	"#5e5e5e"
_D:	"grey37"	94	94	94	"#5e5e5e"
_D:	"gray38"	97	97	97	"#616161"
_D:	"grey38"	97	97	97	"#616161"
_D:	"gray39"	99	99	99	"#636363"
_D:	"grey39"	99	99	99	"#636363"
_D:	"gray40"	102	102	102	"#666666"
_D:	"grey40"	102	102	102	"#666666"
_D:	"gray41"	105	105	105	"#696969"
_D:	"grey41"	105	105	105	"#696969"
_D:	"gray42"	107	107	107	"#6b6b6b"
_D:	"grey42"	107	107	107	"#6b6b6b"
_D:	"gray43"	110	110	110	"#6e6e6e"
_D:	"grey43"	110	110	110	"#6e6e6e"
_D:	"gray44"	112	112	112	"#707070"
_D:	"grey44"	112	112	112	"#707070"
_D:	"gray45"	115	115	115	"#737373"
_D:	"grey45"	115	115	115	"#737373"
_D:	"gray46"	117	117	117	"#757575"
_D:	"grey46"	117	117	117	"#757575"
_D:	"gray47"	120	120	120	"#787878"
_D:	"grey47"	120	120	120	"#787878"
_D:	"gray48"	122	122	122	"#7a7a7a"
_D:	"grey48"	122	122	122	"#7a7a7a"
_D:	"gray49"	125	125	125	"#7d7d7d"
_D:	"grey49"	125	125	125	"#7d7d7d"
_D:	"gray50"	127	127	127	"#7f7f7f"
_D:	"grey50"	127	127	127	"#7f7f7f"
_D:	"gray51"	130	130	130	"#828282"
_D:	"grey51"	130	130	130	"#828282"
_D:	"gray52"	133	133	133	"#858585"
_D:	"grey52"	133	133	133	"#858585"
_D:	"gray53"	135	135	135	"#878787"
_D:	"grey53"	135	135	135	"#878787"
_D:	"gray54"	138	138	138	"#8a8a8a"
_D:	"grey54"	138	138	138	"#8a8a8a"
_D:	"gray55"	140	140	140	"#8c8c8c"
_D:	"grey55"	140	140	140	"#8c8c8c"
_D:	"gray56"	143	143	143	"#8f8f8f"
_D:	"grey56"	143	143	143	"#8f8f8f"
_D:	"gray57"	145	145	145	"#919191"
_D:	"grey57"	145	145	145	"#919191"
_D:	"gray58"	148	148	148	"#949494"
_D:	"grey58"	148	148	148	"#949494"
_D:	"gray59"	150	150	150	"#969696"
_D:	"grey59"	150	150	150	"#969696"
_D:	"gray60"	153	153	153	"#999999"
_D:	"grey60"	153	153	153	"#999999"
_D:	"gray61"	156	156	156	"#9c9c9c"
_D:	"grey61"	156	156	156	"#9c9c9c"
_D:	"gray62"	158	158	158	"#9e9e9e"
_D:	"grey62"	158	158	158	"#9e9e9e"
_D:	"gray63"	161	161	161	"#a1a1a1"
_D:	"grey63"	161	161	161	"#a1a1a1"
_D:	"gray64"	163	163	163	"#a3a3a3"
_D:	"grey64"	163	163	163	"#a3a3a3"
_D:	"gray65"	166	166	166	"#a6a6a6"
_D:	"grey65"	166	166	166	"#a6a6a6"
_D:	"gray66"	168	168	168	"#a8a8a8"
_D:	"grey66"	168	168	168	"#a8a8a8"
_D:	"gray67"	171	171	171	"#ababab"
_D:	"grey67"	171	171	171	"#ababab"
_D:	"gray68"	173	173	173	"#adadad"
_D:	"grey68"	173	173	173	"#adadad"
_D:	"gray69"	176	176	176	"#b0b0b0"
_D:	"grey69"	176	176	176	"#b0b0b0"
_D:	"gray70"	179	179	179	"#b3b3b3"
_D:	"grey70"	179	179	179	"#b3b3b3"
_D:	"gray71"	181	181	181	"#b5b5b5"
_D:	"grey71"	181	181	181	"#b5b5b5"
_D:	"gray72"	184	184	184	"#b8b8b8"
_D:	"grey72"	184	184	184	"#b8b8b8"
_D:	"gray73"	186	186	186	"#bababa"
_D:	"grey73"	186	186	186	"#bababa"
_D:	"gray74"	189	189	189	"#bdbdbd"
_D:	"grey74"	189	189	189	"#bdbdbd"
_D:	"gray75"	191	191	191	"#bfbfbf"
_D:	"grey75"	191	191	191	"#bfbfbf"
_D:	"gray76"	194	194	194	"#c2c2c2"
_D:	"grey76"	194	194	194	"#c2c2c2"
_D:	"gray77"	196	196	196	"#c4c4c4"
_D:	"grey77"	196	196	196	"#c4c4c4"
_D:	"gray78"	199	199	199	"#c7c7c7"
_D:	"grey78"	199	199	199	"#c7c7c7"
_D:	"gray79"	201	201	201	"#c9c9c9"
_D:	"grey79"	201	201	201	"#c9c9c9"
_D:	"gray80"	204	204	204	"#cccccc"
_D:	"grey80"	204	204	204	"#cccccc"
_D:	"gray81"	207	207	207	"#cfcfcf"
_D:	"grey81"	207	207	207	"#cfcfcf"
_D:	"gray82"	209	209	209	"#d1d1d1"
_D:	"grey82"	209	209	209	"#d1d1d1"
_D:	"gray83"	212	212	212	"#d4d4d4"
_D:	"grey83"	212	212	212	"#d4d4d4"
_D:	"gray84"	214	214	214	"#d6d6d6"
_D:	"grey84"	214	214	214	"#d6d6d6"
_D:	"gray85"	217	217	217	"#d9d9d9"
_D:	"grey85"	217	217	217	"#d9d9d9"
_D:	"gray86"	219	219	219	"#dbdbdb"
_D:	"grey86"	219	219	219	"#dbdbdb"
_D:	"gray87"	222	222	222	"#dedede"
_D:	"grey87"	222	222	222	"#dedede"
_D:	"gray88"	224	224	224	"#e0e0e0"
_D:	"grey88"	224	224	224	"#e0e0e0"
_D:	"gray89"	227	227	227	"#e3e3e3"
_D:	"grey89"	227	227	227	"#e3e3e3"
_D:	"gray90"	229	229	229	"#e5e5e5"
_D:	"grey90"	229	229	229	"#e5e5e5"
_D:	"gray91"	232	232	232	"#e8e8e8"
_D:	"grey91"	232	232	232	"#e8e8e8"
_D:	"gray92"	235	235	235	"#ebebeb"
_D:	"grey92"	235	235	235	"#ebebeb"
_D:	"gray93"	237	237	237	"#ededed"
_D:	"grey93"	237	237	237	"#ededed"
_D:	"gray94"	240	240	240	"#f0f0f0"
_D:	"grey94"	240	240	240	"#f0f0f0"
_D:	"gray95"	242	242	242	"#f2f2f2"
_D:	"grey95"	242	242	242	"#f2f2f2"
_D:	"gray96"	245	245	245	"#f5f5f5"
_D:	"grey96"	245	245	245	"#f5f5f5"
_D:	"gray97"	247	247	247	"#f7f7f7"
_D:	"grey97"	247	247	247	"#f7f7f7"
_D:	"gray98"	250	250	250	"#fafafa"
_D:	"grey98"	250	250	250	"#fafafa"
_D:	"gray99"	252	252	252	"#fcfcfc"
_D:	"grey99"	252	252	252	"#fcfcfc"
_D:	"gray100"	255	255	255	"#ffffff"
_D:	"grey100"	255	255	255	"#ffffff"
_D:	"dark_grey"	169	169	169	"#a9a9a9"
_D:	"DarkGrey"	169	169	169	"#a9a9a9"
_D:	"dark_gray"	169	169	169	"#a9a9a9"
_D:	"DarkGray"	169	169	169	"#a9a9a9"
_D:	"dark_blue"	0	0	139	"#00008b"
_D:	"DarkBlue"	0	0	139	"#00008b"
_D:	"dark_cyan"	0	139	139	"#008b8b"
_D:	"DarkCyan"	0	139	139	"#008b8b"
_D:	"dark_magenta"	139	0	139	"#8b008b"
_D:	"DarkMagenta"	139	0	139	"#8b008b"
_D:	"dark_red"	139	0	0	"#8b0000"
_D:	"DarkRed"	139	0	0	"#8b0000"
_D:	"light_green"	144	238	144	"#90ee90"
_D:	"LightGreen"	144	238	144	"#90ee90"
_D:	"crimson"	220	20	60	"#dc143c"
_D:	"indigo"	75	0	130	"#4b0082"
_D:	"olive"	128	128	0	"#808000"
_D:	"rebecca_purple"	102	51	153	"#663399"
_D:	"RebeccaPurple"	102	51	153	"#663399"
_D:	"silver"	192	192	192	"#c0c0c0"
_D:	"teal"	0	128	128	"#008080"
